,literature,temperatureOptimumMaximum,temperatureOptimum,commentary,organism,ecNumber
34857,[649703],,62,,Cellvibrio japonicus,4.2.2.2
34858,[706911],,62,,Cellvibrio japonicus,4.2.2.2
34859,[677646],67,63,0.1 mM CaCl2,Paenibacillus macerans,4.2.2.2
34860,[666277],,65,,Bacillus subtilis,4.2.2.2
34861,[678886],,65,,Bacillus subtilis,4.2.2.2
34862,[706911],,65,,Bacillus subtilis,4.2.2.2
34863,[706911],,65,,Bacillus licheniformis,4.2.2.2
34864,[664374],,65,,Thermoclostridium stercorarium,4.2.2.2
34865,[664386],,65,,Thermoclostridium stercorarium,4.2.2.2
34866,[690786],,65,,Bacillus subtilis,4.2.2.2
34867,[729497],,65,,Paenibacillus sp.,4.2.2.2
34868,[746857],,67.5,wild-type,Paenibacillus sp. 0602,4.2.2.2
34869,[650616],,70,,Bacillus sp. (in: Bacteria),4.2.2.2
34870,[706911],,70,,Bacillus sp. (in: Bacteria),4.2.2.2
34871,[665787],,70,,Bacillus pumilus,4.2.2.2
34872,[706911],,70,,Bacillus pumilus,4.2.2.2
34873,[37401],,70,,Pseudonocardia sp.,4.2.2.2
34874,[706911],,70,,Pseudonocardia sp.,4.2.2.2
34875,[748414],,70,,Caldicellulosiruptor kronotskyensis,4.2.2.2
34876,[749203],,70,,Bacillus licheniformis,4.2.2.2
34877,[749200],,70,,Actinomadura keratinilytica,4.2.2.2
34878,[691354],,75,,Bacillus pumilus,4.2.2.2
34879,[693479],,75,assay at,Bacillus pumilus,4.2.2.2
34880,[37383],,75,pectate lyase a,Thermoanaerobacter italicus,4.2.2.2
34881,[37383],,80,pectate lyase b,Thermoanaerobacter italicus,4.2.2.2
34882,[706768],,90,,Thermotoga maritima,4.2.2.2
34883,[702760],,90,at pH 8.0,Bacillus sp. (in: Bacteria),4.2.2.2
34884,[662099],,37,,Proteus vulgaris,4.2.2.20
34885,[729839],,37,,Proteus vulgaris,4.2.2.20
34886,[692527],,37,assay at,Proteus vulgaris,4.2.2.20
34887,[692713],,37,assay at,Proteus vulgaris,4.2.2.20
34888,[693269],,37,assay at,Proteus vulgaris,4.2.2.20
34889,[690418],,37,assay at,Pedobacter heparinus,4.2.2.20
34890,[729847],,55,,Proteus vulgaris,4.2.2.20
34891,[34082],,30,,Pedobacter heparinus,4.2.2.21
34892,[747033],,30,,Vibrio sp. FC509,4.2.2.21
34893,[663950],,30,"and up to 37, substrate dermatan sulfate",Proteus vulgaris,4.2.2.21
34894,[34086],,37,,Proteus vulgaris,4.2.2.21
34895,[34086],,37,,Pedobacter heparinus,4.2.2.21
34896,[690969],,37,,Bacteroides thetaiotaomicron,4.2.2.21
34897,[690418],,37,assay at,Paenarthrobacter aurescens,4.2.2.21
34898,[690418],,37,assay at,Bacteroides thetaiotaomicron,4.2.2.21
34899,[692529],,37,assay at,Bacteroides thetaiotaomicron,4.2.2.21
34900,[663950],,37,substrate chondroitin 6-sulfate,Proteus vulgaris,4.2.2.21
34901,[662099],,40,,Proteus vulgaris,4.2.2.21
34902,[682998],,50,,Aspergillus nidulans,4.2.2.22
34903,[730634],,50,,Fusarium graminearum,4.2.2.22
34904,[657171],,50,,Clostridium cellulovorans,4.2.2.22
34905,[663725],,65,recombinant fusion protein containing a C-terminal His-tag,Bacillus licheniformis,4.2.2.22
34906,[654513],,90,,Thermotoga maritima,4.2.2.22
34907,[707221],,30,assay at,Bacillus subtilis,4.2.2.23
34908,[708991],,30,assay at,Bacillus subtilis,4.2.2.23
34909,[709001],,30,assay at,Bacillus subtilis,4.2.2.23
34910,[708914],,37,assay at,Ruminiclostridium cellulolyticum,4.2.2.23
34911,[748638],,40,,Penicillium chrysogenum,4.2.2.23
34912,[708968],,50,,Aspergillus aculeatus,4.2.2.23
34913,[729776],,50,,Aspergillus sojae,4.2.2.23
34914,[710298],60,50,,Aspergillus aculeatus,4.2.2.23
34915,[748639],,60,truncated mutant protein of 63900 Da,Hungateiclostridium thermocellum,4.2.2.23
34916,[707221],,65,,Bacillus subtilis,4.2.2.23
34917,[748639],,70,wild-type,Hungateiclostridium thermocellum,4.2.2.23
34918,[707221],,30,assay at,Bacillus subtilis,4.2.2.24
34919,[709001],,30,assay at,Bacillus subtilis,4.2.2.24
34920,[707221],,60,,Bacillus subtilis,4.2.2.24
34921,[707218],,45,,unidentified microorganism,4.2.2.25
34922,[707269],,45,,Bacillus sp. (in: Bacteria),4.2.2.25
34923,[707272],,45,,Bacillus sp. (in: Bacteria),4.2.2.25
34924,[707270],,50,,Bacillus sp. (in: Bacteria),4.2.2.25
34925,[708453],,70,,Geobacillus stearothermophilus,4.2.2.25
34926,[651661],,37,,Sphingomonas sp.,4.2.2.26
34927,[734591],,37,,Stenotrophomonas maltophilia,4.2.2.26
34928,[729056],,40,,Saccharophagus degradans,4.2.2.26
34929,[748525],,40,,Cellulophaga sp. SY116,4.2.2.26
34930,[748525],,45,,Cellulophaga sp. SY116,4.2.2.26
34931,[733560],,50,,Shewanella sp.,4.2.2.26
34932,[753461],,50,,Aspergillus giganteus,4.2.2.27
34933,[713799],,3.5,,Pseudomonas fluorescens,4.2.2.3
34934,[746826],25,20,,Vibrio splendidus,4.2.2.3
34935,[677288],,25,,Vibrio sp.,4.2.2.3
34936,[746826],,25,,Vibrio splendidus,4.2.2.3
34937,[653728],,25,assay at,Sphingomonas sp.,4.2.2.3
34938,[729210],,25,assay at,Pseudomonas aeruginosa,4.2.2.3
34939,[648532],30,28,,Pseudomonas putida,4.2.2.3
34940,[648532],30,28,,Stenotrophomonas maltophilia,4.2.2.3
34941,[705439],,30,,Pseudomonas sp.,4.2.2.3
34942,[682820],,30,,Agrobacterium tumefaciens,4.2.2.3
34943,[651639],,30,,Azotobacter chroococcum,4.2.2.3
34944,[648532],,30,,Pelvetia canaliculata,4.2.2.3
34945,[648532],,30,,Undaria pinnatifida,4.2.2.3
34946,[695268],,30,,Pseudoalteromonas elyakovii,4.2.2.3
34947,[729534],,30,,Pseudomonas alginovora,4.2.2.3
34948,[747949],,30,,Vibrio sp. W13,4.2.2.3
34949,[747385],,30,,Pseudomonas sp. E03,4.2.2.3
34950,[747844],,30,,Pseudoalteromonas sp. SM0524,4.2.2.3
34951,[693970],,30,assay at,Vibrio sp.,4.2.2.3
34952,[692125],,30,assay at,Haliotis discus hannai,4.2.2.3
34953,[648533],,30,assay at,Alteromonas sp.,4.2.2.3
34954,[651347],,30,assay at,Chlorella virus,4.2.2.3
34955,[693967],,30,assay at,Streptomyces sp.,4.2.2.3
34956,[714373],,30,assay at,Aplysia kurodai,4.2.2.3
34957,[730018],,30,assay at,Zobellia galactanivorans,4.2.2.3
34958,[730063],,30,assay at,Saccharophagus degradans,4.2.2.3
34959,[729535],,30,assay at,Littorina brevicula,4.2.2.3
34960,[747995],,30,assay at,Bacillus sp. TAG8,4.2.2.3
34961,[648532],,30,at pH 7.5,Azotobacter chroococcum,4.2.2.3
34962,[648532],,30,extracellular isozyme,Pseudoalteromonas elyakovii,4.2.2.3
34963,[703603],,30,around 30&deg;C,Agarivorans sp.,4.2.2.3
34964,[705481],,30,"recombinant isoform A9mT, around 30&deg;C in the presence of 0.2 M NaCl at pH 7.5",Vibrio sp.,4.2.2.3
34965,[713799],,35,,Pseudomonas fluorescens,4.2.2.3
34966,[679376],,35,,Vibrio sp.,4.2.2.3
34967,[715322],,35,,Aspergillus oryzae,4.2.2.3
34968,[692125],,35,,Haliotis discus hannai,4.2.2.3
34969,[705483],,35,,Haliotis discus hannai,4.2.2.3
34970,[703781],,35,,Haliotis iris,4.2.2.3
34971,[648532],,35,intracellular isozyme,Pseudoalteromonas elyakovii,4.2.2.3
34972,[34064],40,35,,Bacillus sp. (in: Bacteria),4.2.2.3
34973,[648532],,37,,Bacillus sp. (in: Bacteria),4.2.2.3
34974,[680308],,37,,Streptomyces sp.,4.2.2.3
34975,[651661],,37,,Sphingomonas sp.,4.2.2.3
34976,[682995],,37,,Pseudomonas sp.,4.2.2.3
34977,[729276],,37,assay at,Vibrio sp.,4.2.2.3
34978,[692062],,37,assay at,Flavobacterium sp.,4.2.2.3
34979,[693648],,37,assay at,Sphingomonas sp.,4.2.2.3
34980,[728975],,37,assay at,Pseudomonas aeruginosa,4.2.2.3
34981,[728975],,37,assay at,Sphingomonas sp.,4.2.2.3
34982,[648532],,37,about,Spisula solidissima,4.2.2.3
34983,[729470],,38,,Vibrio sp.,4.2.2.3
34984,[692811],,40,,Flavobacterium sp.,4.2.2.3
34985,[701884],,40,,Pseudoalteromonas atlantica,4.2.2.3
34986,[665371],,40,,Sphingomonas sp.,4.2.2.3
34987,[664733],,40,,Vibrio sp.,4.2.2.3
34988,[714770],,40,,Aplysia kurodai,4.2.2.3
34989,[729058],,40,,Stenotrophomonas maltophilia,4.2.2.3
34990,[729056],,40,,Saccharophagus degradans,4.2.2.3
34991,[747945],,40,,Vibrio sp. NJ-04,4.2.2.3
34992,[749227],,40,,Wenyingzhuangia fucanilytica,4.2.2.3
34993,[665543],,40,protein PA1167,Pseudomonas aeruginosa,4.2.2.3
34994,[702993],,40,in the presence of 0.1 M NaCl,Pseudoalteromonas sp.,4.2.2.3
34995,[679049],,42,,Haliotis discus hannai,4.2.2.3
34996,[651668],,42,,Pseudomonas syringae,4.2.2.3
34997,[703781],,45,,Haliotis discus hannai,4.2.2.3
34998,[34063],,45,,Paradendryphiella salina,4.2.2.3
34999,[648532],,45,,Paradendryphiella salina,4.2.2.3
35000,[703781],,45,,Omphalius rusticus,4.2.2.3
35001,[730133],,45,,Klebsiella pneumoniae,4.2.2.3
35002,[747319],,45,,Cobetia sp. NAP1,4.2.2.3
35003,[748129],,45,,Shewanella sp. YH1,4.2.2.3
35004,[748603],,45,,Microbulbifer sp. ALW1,4.2.2.3
35005,[653728],,45,isozyme A1-I,Sphingomonas sp.,4.2.2.3
35006,[714484],,50,,Streptomyces sp.,4.2.2.3
35007,[678903],,50,,Flavobacterium sp.,4.2.2.3
35008,[703781],,50,,Littorina brevicula,4.2.2.3
35009,[716092],,50,,Pseudoalteromonas sp.,4.2.2.3
35010,[665769],,50,,Sphingomonas sp.,4.2.2.3
35011,[716091],,50,,Sphingomonas sp.,4.2.2.3
35012,[729531],,50,,Isoptericola halotolerans,4.2.2.3
35013,[746840],,50,,Flammeovirga sp. MY04,4.2.2.3
35014,[747722],,50,,Flammeovirga sp. NJ-04,4.2.2.3
35015,[749331],,50,,Persicobacter sp. CCB-QB2,4.2.2.3
35016,[729459],,50,recombinant enzyme,Saccharophagus degradans,4.2.2.3
35017,[648532],,50,strain JBH2,Bacillus circulans,4.2.2.3
35018,[748532],,55,,Isoptericola halotolerans,4.2.2.3
35019,[648532],,60,strain 4A1M,Azotobacter chroococcum,4.2.2.3
35020,[648532],,70,,Sphingomonas sp.,4.2.2.3
35021,[748210],,70,,Nitratiruptor sp. SB155-2,4.2.2.3
35022,[653728],,70,isozyme A1-I,Sphingomonas sp.,4.2.2.3
35023,[649575],,35,assay at,Pedobacter heparinus,4.2.2.5
35024,[747368],,37,,Paenarthrobacter aurescens,4.2.2.5
35025,[650383],,37,assay at,Pedobacter heparinus,4.2.2.5
35026,[652640],,37,assay at,Pedobacter heparinus,4.2.2.5
35027,[652640],,37,assay at,Paenarthrobacter aurescens,4.2.2.5
35028,[748419],,39,,Pseudopedobacter saltans,4.2.2.5
35029,[664427],,40,,Serratia marcescens,4.2.2.5
35030,[34100],,40,,Pedobacter heparinus,4.2.2.5
35031,[748523],,40,,Arthrobacter sp. MAT3885,4.2.2.5
35032,[651121],50,45,,Bacteroides stercoris,4.2.2.5
35033,[34092],,50,,Paenarthrobacter aurescens,4.2.2.5
35034,[715562],,25,assay at,Yersinia enterocolitica,4.2.2.6
35035,[651970],,37,assay at,Dickeya chrysanthemi,4.2.2.6
35036,[5972],,-999,Q10: 1.45,Pedobacter heparinus,4.2.2.7
35037,[713782],,30,,Aspergillus flavus,4.2.2.7
35038,[5978],,31,,Flavobacteriia,4.2.2.7
35039,[704233],,32,,Bacteroides stercoris,4.2.2.7
35040,[715037],,37,assay at,Pedobacter heparinus,4.2.2.7
35041,[693981],,37,assay at,Aspergillus oryzae,4.2.2.7
35042,[650632],,40,pH 7.5,Bacillus circulans,4.2.2.7
35043,[650636],,40,pH 7.5,Bacillus circulans,4.2.2.7
35044,[681056],,41,,Pedobacter heparinus,4.2.2.7
35045,[5972],,43,enzyme assay at,Pedobacter heparinus,4.2.2.7
35046,[651770],,45,pH 7.2,Bacteroides stercoris,4.2.2.7
35047,[665440],,50,,Bacteroides stercoris,4.2.2.7
35048,[746759],,50,,Pseudopedobacter saltans,4.2.2.7
35049,[714553],,30,,Pedobacter heparinus,4.2.2.8
35050,[649969],,35,assay at,Pedobacter heparinus,4.2.2.8
35051,[5978],,42,,Flavobacteriia,4.2.2.8
35052,[37407],,43,,Pedobacter heparinus,4.2.2.8
35053,[37408],,43,,Pedobacter heparinus,4.2.2.8
35054,[37409],,43,,Pedobacter heparinus,4.2.2.8
35055,[37410],,43,,Pedobacter heparinus,4.2.2.8
35056,[701885],,45,,Bacteroides stercoris,4.2.2.8
35057,[651970],,37,assay at,Dickeya chrysanthemi,4.2.2.9
35058,[34115],,40,,Streptomyces massasporeus,4.2.2.9
35059,[34118],,45,,Dickeya chrysanthemi,4.2.2.9
35060,[669558],,60,,Acrophialophora nainiana,4.2.2.9
35061,[749273],,30,,Agrobacterium tumefaciens,4.2.2.B7
35062,[748016],,40,,Thalassotalea crassostreae,4.2.2.B7
35063,[137557],,20,enzyme assay at,Arabidopsis thaliana,4.2.3.1
35064,[728848],,25,assay at,Mycobacterium tuberculosis,4.2.3.1
35065,[137547],,30,enzyme assay at,Beta vulgaris,4.2.3.1
35066,[137544],,30,enzyme assay at,Neurospora crassa,4.2.3.1
35067,[137558],,30,enzyme assay at,Glycine max,4.2.3.1
35068,[137561],,30,enzyme assay at,Arabidopsis thaliana,4.2.3.1
35069,[137545],,35,enzyme assay at,Bacillus subtilis,4.2.3.1
35070,[137562],,37,"enzyme assay at, recombinant enzyme",Escherichia coli,4.2.3.1
35071,[648546],,30,assay at,Foeniculum vulgare,4.2.3.10
35072,[648547],,30,assay at,Foeniculum vulgare,4.2.3.10
35073,[648548],,30,assay at,Foeniculum vulgare,4.2.3.10
35074,[746596],,37,assay at,Oryza sativa Japonica Group,4.2.3.103
35075,[746596],,37,assay at,Oryza sativa Indica Group,4.2.3.103
35076,[747656],,38,recombinant enzyme,Zingiber zerumbet,4.2.3.104
35077,[746789],,38,recombinant His-tagged enzyme,Zingiber zerumbet,4.2.3.104
35078,[749017],,30,assay at,Jasminum sambac,4.2.3.106
35079,[718219],,35,,Nicotiana suaveolens,4.2.3.108
35080,[747873],,40,,Artemisia annua,4.2.3.108
35081,[677826],,30,,Lavandula angustifolia,4.2.3.113
35082,[746657],,25,assay at,Thymus vulgaris,4.2.3.114
35083,[718220],,28,,Origanum vulgare,4.2.3.114
35084,[748482],,30,assay at,Oryza sativa,4.2.3.114
35085,[746853],,30,assay at,Citrus unshiu,4.2.3.114
35086,[743000],,30,assay at,Cananga odorata var. fruticosa,4.2.3.115
35087,[677826],,30,,Lavandula angustifolia,4.2.3.116
35088,[717143],,31,,Salvia officinalis,4.2.3.116
35089,[747873],,35,,Artemisia annua,4.2.3.116
35090,[747873],,35,,Artemisia annua,4.2.3.117
35091,[748050],,30,assay at,Streptomyces coelicolor,4.2.3.118
35092,[747387],,30,assay at,Paeonia lactiflora,4.2.3.119
35093,[210760],,42,,Abies grandis,4.2.3.119
35094,[716147],,37,,Mortierella alpina,4.2.3.12
35095,[648555],,37,assay at,Drosophila melanogaster,4.2.3.12
35096,[648567],,37,assay at,Drosophila melanogaster,4.2.3.12
35097,[648555],,37,assay at,Homo sapiens,4.2.3.12
35098,[648556],,37,assay at,Homo sapiens,4.2.3.12
35099,[648565],,37,assay at,Homo sapiens,4.2.3.12
35100,[648554],,37,assay at,Rattus norvegicus,4.2.3.12
35101,[648564],,37,assay at,Rattus norvegicus,4.2.3.12
35102,[648568],80,60,3.2fold increase in activity compared to that at 37&deg;C,Escherichia coli,4.2.3.12
35103,[748889],,37,assay at,Mentha spicata,4.2.3.120
35104,[210760],,42,,Abies grandis,4.2.3.120
35105,[747387],,30,assay at,Paeonia lactiflora,4.2.3.121
35106,[677826],,30,optimum for total enzymic activity,Lavandula angustifolia,4.2.3.121
35107,[717143],,31,,Salvia officinalis,4.2.3.121
35108,[677826],,33,optimum for maximum formation of alpha-pinene,Lavandula angustifolia,4.2.3.121
35109,[748889],,37,assay at,Mentha spicata,4.2.3.122
35110,[748839],,30,recombinant enzyme,Persicaria minor,4.2.3.123
35111,[719110],,35,assay at,Bacillus circulans,4.2.3.124
35112,[719072],,37,assay at,Bacillus circulans,4.2.3.124
35113,[719108],,37,assay at,Bacillus circulans,4.2.3.124
35114,[719667],,37,assay at,Bacillus circulans,4.2.3.124
35115,[719145],,40,assay at,Streptomyces lividans,4.2.3.124
35116,[719669],,46,,Bacillus circulans,4.2.3.124
35117,[719668],,46,assay at,Streptomyces fradiae,4.2.3.124
35118,[719040],,46,assay at,Bacillus circulans,4.2.3.124
35119,[720302],,46,assay at,Bacillus circulans,4.2.3.124
35120,[719671],,46,assay at,Streptoalloteichus hindustanus,4.2.3.124
35121,[719668],,55,,Bacillus circulans,4.2.3.124
35122,[713839],,30,assay at,Coprinopsis cinerea,4.2.3.125
35123,[713839],,30,assay at,Coprinopsis cinerea,4.2.3.126
35124,[713839],,30,assay at,Coprinopsis cinerea,4.2.3.127
35125,[743000],,30,assay at,Cananga odorata var. fruticosa,4.2.3.127
35126,[720729],26,24,,Magnolia grandiflora,4.2.3.128
35127,[713839],30,25,assay at,Coprinopsis cinerea,4.2.3.128
35128,[743000],,30,assay at,Cananga odorata var. fruticosa,4.2.3.128
35129,[713839],30,25,assay at,Coprinopsis cinerea,4.2.3.129
35130,[747551],,25,assay at,Gossypium arboreum,4.2.3.13
35131,[748958],,25,assay at,Tripterygium wilfordii,4.2.3.131
35132,[749054],,37,assay at,Salvia fruticosa,4.2.3.131
35133,[720057],,30,assay at,Mus musculus,4.2.3.134
35134,[719998],,22,,Armillaria gallica,4.2.3.135
35135,[747535],,22,assay at room temperature,Omphalotus olearius,4.2.3.135
35136,[747535],,22,assay at room temperature,Stereum hirsutum,4.2.3.135
35137,[718701],,30,assay at,Phyla dulcis,4.2.3.138
35138,[719468],,30,assay at,Valeriana officinalis,4.2.3.139
35139,[720008],,30,assay at,Abies balsamea,4.2.3.140
35140,[720709],,32,assay at,Nicotiana tabacum,4.2.3.140
35141,[746584],,30,assay at,Salvia sclarea,4.2.3.141
35142,[748974],,30,assay at,Laurus nobilis,4.2.3.144
35143,[746593],,30,assay at,Streptomyces melanosporofaciens,4.2.3.146
35144,[729596],,30,assay at,Streptomyces sp.,4.2.3.148
35145,[729596],,30,assay at,Streptomyces sp.,4.2.3.149
35146,[693257],,30,farnesyl diphosphate and geranyl diphosphate activity assay,Actinidia chinensis,4.2.3.15
35147,[747873],,35,,Artemisia annua,4.2.3.15
35148,[746593],,30,assay at,Streptomyces melanosporofaciens,4.2.3.150
35149,[729596],,30,assay at,Streptomyces sp.,4.2.3.150
35150,[729596],,30,assay at,Streptomyces sp.,4.2.3.151
35151,[729957],,30,assay at,Actinoplanes sp.,4.2.3.152
35152,[729052],,30,assay at,Streptomyces albus,4.2.3.152
35153,[729261],,70,assay at,Methanocaldococcus jannaschii,4.2.3.153
35154,[736303],,25,assay at,Nostoc punctiforme,4.2.3.154
35155,[736303],,25,assay at,Trichormus variabilis,4.2.3.154
35156,[736303],,28,assay at,Actinosynnema mirum,4.2.3.155
35157,[736303],,28,assay at,Stigmatella aurantiaca,4.2.3.155
35158,[739858],,28,assay at,Streptomyces violens,4.2.3.158
35159,[682075],,40,,Cannabis sativa,4.2.3.16
35160,[739970],,28,assay at,Streptomyces viridochromogenes,4.2.3.162
35161,[739857],,28,assay,Fusarium proliferatum,4.2.3.165
35162,[739857],,28,assay,Fusarium mangiferae,4.2.3.165
35163,[739857],,28,assay,Fusarium fujikuroi,4.2.3.165
35164,[739970],,28,assay at,Streptomyces viridochromogenes,4.2.3.169
35165,[694301],,32,assay at,Taxus baccata,4.2.3.17
35166,[739970],,28,assay at,Streptosporangium roseum,4.2.3.170
35167,[694607],,30,assay at,Abies grandis,4.2.3.18
35168,[680358],,23,activity assay at room temperature,Arabidopsis thaliana,4.2.3.19
35169,[748267],,30,assay at,Stevia rebaudiana,4.2.3.19
35170,[747870],,37,assay at,Physcomitrium patens,4.2.3.19
35171,[747870],,37,assay at,Arabidopsis thaliana,4.2.3.19
35172,[747870],,37,assay at,Selaginella moellendorffii,4.2.3.19
35173,[747870],,37,assay at,Oryza sativa Japonica Group,4.2.3.19
35174,[747870],,37,assay at,Picea glauca,4.2.3.19
35175,[747870],,37,assay at,Marchantia polymorpha subsp. ruderalis,4.2.3.19
35176,[750669],,30,assay at,Salvia miltiorrhiza,4.2.3.199
35177,[677826],,23,standard activity assay,Lavandula angustifolia,4.2.3.20
35178,[677826],,30,,Lavandula angustifolia,4.2.3.20
35179,[677826],,30,"optimized assay, LaLIMS_RR, truncated protein",Lavandula angustifolia,4.2.3.20
35180,[639023],,31,assay at,Schizonepeta tenuifolia,4.2.3.20
35181,[663198],,30,assay at,Streptomyces coelicolor,4.2.3.22
35182,[693594],,30,assay at,Streptomyces peucetius,4.2.3.22
35183,[677811],,30,activity assay,Pogostemon cablin,4.2.3.22
35184,[680356],,30,activity assay,Streptomyces coelicolor,4.2.3.22
35185,[680396],,30,activity assay,Streptomyces avermitilis,4.2.3.22
35186,[661381],,25,assay at,Ixeridium dentatum,4.2.3.23
35187,[663040],,25,assay at,Solidago canadensis,4.2.3.23
35188,[663110],,30,assay at,Cichorium intybus,4.2.3.23
35189,[660820],,30,assay at,Artemisia annua,4.2.3.23
35190,[662712],,37,recombinant enzyme,Ixeridium dentatum,4.2.3.23
35191,[682659],,30,activity assay,Artemisia annua,4.2.3.24
35192,[681240],,37,activity assay,Artemisia annua,4.2.3.24
35193,[660787],,20,assay at,Clarkia breweri,4.2.3.25
35194,[663083],,30,"assay at, recombinant enzyme",Clarkia breweri,4.2.3.25
35195,[663168],,30,small scale assay at,Cereus peruvianus,4.2.3.25
35196,[677686],,30,activity assay,Fragaria x ananassa,4.2.3.25
35197,[663168],,34,large scale assay at,Cereus peruvianus,4.2.3.25
35198,[682392],,30,activity assay,Solanum lycopersicum,4.2.3.26
35199,[670599],,28,assay at,Populus tremuloides,4.2.3.27
35200,[670574],,30,assay at,Mucuna sp.,4.2.3.27
35201,[694681],,30,assay at,Populus nigra,4.2.3.27
35202,[669184],,32,assay at,Populus tremuloides,4.2.3.27
35203,[668098],,35,,Quercus petraea,4.2.3.27
35204,[670576],,35,assay at,Salix discolor,4.2.3.27
35205,[667375],,37,assay at,Bacillus subtilis,4.2.3.27
35206,[670600],45,40,"optimal temperature for isoprene emission in vivo in warm and cooler regions, respectively",Mucuna pruriens,4.2.3.27
35207,[749010],,40,,Campylopus introflexus,4.2.3.27
35208,[670623],,40,assay at,Populus tremula x Populus alba,4.2.3.27
35209,[668607],,40,recombinant enzyme,Populus alba,4.2.3.27
35210,[670627],,40,"recombinant N-terminally His-tagged enzyme, recombinant untagged enzyme, and native enzyme",Populus tremula x Populus alba,4.2.3.27
35211,[682345],,40,"activity assay, volatile compounds of the reaction are trapped with Solid-Phase Micro Extraction fiber, which is directly injected to a gas-liqiud chromatograph",Populus alba,4.2.3.27
35212,[670627],50,40,recombinant C-terminally His-tagged enzyme,Populus tremula x Populus alba,4.2.3.27
35213,[748260],,42,,Ipomoea batatas,4.2.3.27
35214,[670538],,50,,Quercus robur,4.2.3.27
35215,[747431],,55,,Metrosideros polymorpha,4.2.3.27
35216,[701771],,75,,Thermus sp. GH5,4.2.3.3
35217,[680552],,30,"0.05 M Tris, pH 7.0",Streptomyces sp.,4.2.3.31
35218,[716947],,30,assay at,Kitasatospora griseola,4.2.3.36
35219,[716947],,50,,Kitasatospora griseola,4.2.3.36
35220,[687494],,50,0.05 M Tris-HCl buffer,Kitasatospora griseola,4.2.3.36
35221,[716120],,30,assay at,Streptomyces avermitilis,4.2.3.37
35222,[744370],,30,assay at,Streptomyces coelicolor,4.2.3.37
35223,[748961],,22,assay at room temperature,Ginkgo biloba,4.2.3.38
35224,[694926],,25,assay at,Abies grandis,4.2.3.38
35225,[694598],,30,assay at,Pseudotsuga menziesii,4.2.3.38
35226,[690608],,22,assay at room temperature,Artemisia annua,4.2.3.39
35227,[690609],,25,assay at,Artemisia annua,4.2.3.39
35228,[680499],,25,activity assay,Mycobacterium tuberculosis,4.2.3.4
35229,[690739],,37,assay at,Helicobacter pylori,4.2.3.4
35230,[690611],,30,assay at,Arabidopsis thaliana,4.2.3.40
35231,[691898],,29,assay at,Antillogorgia elisabethae,4.2.3.41
35232,[743504],,30,assay at,Isodon rubescens,4.2.3.44
35233,[694765],,30,assay at,Malus domestica,4.2.3.46
35234,[693257],,30,farnesyl diphosphate and geranyl diphosphate activity assay,Malus domestica,4.2.3.46
35235,[706288],37,30,,Zea mays,4.2.3.49
35236,[692285],,25,assay at,Neurospora crassa,4.2.3.5
35237,[691478],,25,"assay at, CS activity and FMN-reductase activity",Mycobacterium tuberculosis,4.2.3.5
35238,[730660],,30,,Lavandula angustifolia,4.2.3.52
35239,[704432],,30,assay at,Zea mays,4.2.3.55
35240,[749302],,30,assay at,Santalum album,4.2.3.55
35241,[746924],,30,assay at,Piper nigrum,4.2.3.57
35242,[746974],,30,assay at,Ocimum kilimandscharicum,4.2.3.57
35243,[747883],,30,assay at,Rhodomyrtus tomentosa,4.2.3.57
35244,[749271],,30,in vivo assay at,Arabidopsis thaliana,4.2.3.57
35245,[748587],,30,in vivo assay at,Artemisia annua,4.2.3.57
35246,[749271],,30,in vivo assay at,Artemisia annua,4.2.3.57
35247,[648334],,30,assay at,Fusarium sporotrichioides,4.2.3.6
35248,[648341],,30,assay at,Fusarium sporotrichioides,4.2.3.6
35249,[648341],,30,assay at,Fusarium sambucinum,4.2.3.6
35250,[677828],,30,activity assay,Fusarium sporotrichioides,4.2.3.6
35251,[677834],,30,activity assay,Fusarium sporotrichioides,4.2.3.6
35252,[648597],,30,assay at,Streptomyces sp.,4.2.3.7
35253,[746782],,38,,Pogostemon cablin,4.2.3.70
35254,[677811],,40,,Pogostemon cablin,4.2.3.70
35255,[730580],,40,,Callitropsis nootkatensis,4.2.3.73
35256,[663043],,30,assay at,Vitis vinifera,4.2.3.75
35257,[677826],,23,assay at,Lavandula angustifolia,4.2.3.81
35258,[715604],,25,assay at,Santalum album,4.2.3.81
35259,[715604],,25,assay at,Santalum austrocaledonicum,4.2.3.81
35260,[715604],,25,assay at,Santalum spicatum,4.2.3.81
35261,[677826],,30,,Lavandula angustifolia,4.2.3.81
35262,[743000],,30,assay at,Cananga odorata var. fruticosa,4.2.3.81
35263,[715604],,25,assay at,Santalum album,4.2.3.82
35264,[715604],,25,assay at,Santalum austrocaledonicum,4.2.3.82
35265,[715604],,25,assay at,Santalum spicatum,4.2.3.82
35266,[746736],,37,assay at,Santalum album,4.2.3.82
35267,[746736],,37,assay at,Santalum spicatum,4.2.3.82
35268,[746736],,37,assay at,Clausena lansium,4.2.3.82
35269,[715604],,25,assay at,Santalum album,4.2.3.83
35270,[715604],,25,assay at,Santalum austrocaledonicum,4.2.3.83
35271,[715604],,25,assay at,Santalum spicatum,4.2.3.83
35272,[677811],,40,,Pogostemon cablin,4.2.3.87
35273,[748884],,30,assay at,Vitis vinifera,4.2.3.89
35274,[748003],,30,assay at,Daucus carota subsp. carota,4.2.3.89
