,EntryID,Substrate,EnzymeType,PubMedID,Organism,UniprotID,ECNumber,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit
1846,23629,NAD+;sn-Glycerol 3-phosphate,wildtype,1170881.0,Oryctolagus cuniculus,P08507,1.1.1.8,kcat,,12.25,,-,s^(-1)
1847,26843,NAD+;sn-Glycerol 3-phosphate,wildtype,14114860.0,Mus musculus,P13707,1.1.1.8,Km,sn-Glycerol 3-phosphate,3.7e-05,,-,M
1848,26844,sn-Glycerol 3-phosphate;NAD+,wildtype,14114860.0,Mus musculus,P13707,1.1.1.8,Km,NAD+,2.2e-06,,-,M
1849,29445,sn-Glycerol 3-phosphate;NAD+,wildtype,4377104.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,sn-Glycerol 3-phosphate,0.0004,,5.0E-5,M
1850,29445,sn-Glycerol 3-phosphate;NAD+,wildtype,4377104.0,Oryctolagus cuniculus,P08507,1.1.1.8,kcat,,,,-,-
1851,29448,NADH;4-Hydroxy-3-oxobutylphosphonate;H+,wildtype,4377104.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,4-Hydroxy-3-oxobutylphosphonic acid,0.0004,,5.0E-5,M
1852,32585,H+;Glycerone phosphate;NADH,wildtype,10743613.0,Leishmania mexicana,P90551,1.1.1.8,Km,NADH,2.4e-05,,-,M
1853,32586,NADH;Glycerone phosphate;H+,wildtype,10743613.0,Leishmania mexicana,P90551,1.1.1.8,Km,Glycerone phosphate,0.00012,,-,M
1854,32587,NAD+;sn-Glycerol 3-phosphate,wildtype,10743613.0,Leishmania mexicana,P90551,1.1.1.8,Km,NAD+,0.00042,,-,M
1855,32588,NAD+;sn-Glycerol 3-phosphate,wildtype,10743613.0,Leishmania mexicana,P90551,1.1.1.8,Km,sn-Glycerol 3-phosphate,0.0017,,-,M
1856,32589,NADH;Glycerone phosphate;H+,wildtype,10743613.0,Trypanosoma brucei,Q57YW0,1.1.1.8,Km,NADH,1e-05,,-,M
1857,32590,Glycerone phosphate;NADH;H+,wildtype,10743613.0,Trypanosoma brucei,Q57YW0,1.1.1.8,Km,Glycerone phosphate,0.0001,,-,M
1858,32591,sn-Glycerol 3-phosphate;NAD+,wildtype,10743613.0,Trypanosoma brucei,Q57YW0,1.1.1.8,Km,NAD+,0.00032,,-,M
1859,32592,sn-Glycerol 3-phosphate;NAD+,wildtype,10743613.0,Trypanosoma brucei,Q57YW0,1.1.1.8,Km,sn-Glycerol 3-phosphate,0.00225,,-,M
1860,32593,H+;NADH;Glycerone phosphate,wildtype,10743613.0,Trypanosoma brucei,Q57YW0,1.1.1.8,Km,Glycerone phosphate,0.0009,,-,M
1861,35687,H+;Glycerone phosphate;NADH,wildtype,2719977.0,Chlamydomonas reinhardtii,A8IKS4,1.1.1.8,Km,Glycerone phosphate,1.2e-05,,-,M
1862,35688,H+;Glycerone phosphate;NADH,wildtype,2719977.0,Chlamydomonas reinhardtii,A8IKS4,1.1.1.8,Km,NADH,1.6e-05,,-,M
1863,36987,Glycerone phosphate;NADH;H+,wildtype,1988948.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Glycerone phosphate,0.0003,,-,M
1864,36987,Glycerone phosphate;NADH;H+,wildtype,1988948.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,2.84e-06,,-,M
1865,36988,NADH;Glycerone phosphate;H+,wildtype,1988948.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,1.1e-06,2.7e-06,-,M
1866,45185,NAD+;sn-Glycerol 3-phosphate,wildtype,7772607.0,Homo sapiens,P21695,1.1.1.8,Km,NAD+,0.00014,,-,M
1867,45185,NAD+;sn-Glycerol 3-phosphate,wildtype,7772607.0,Homo sapiens,P21695,1.1.1.8,Km,sn-Glycerol 3-phosphate,9.2e-05,,-,M
1868,45186,NADP+;sn-Glycerol 3-phosphate,wildtype,7772607.0,Homo sapiens,P21695,1.1.1.8,Km,NADP+,1.07,,-,M
1869,46963,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,sn-Glycerol 3-phosphate,6.8e-05,,-,M
1870,46963,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NAD+,6.3e-07,,-,M
1871,46964,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,sn-Glycerol 3-phosphate,9.4e-05,,-,M
1872,46964,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NAD+,1.85e-05,,-,M
1873,46965,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NAD+,2.9e-05,,-,M
1874,46965,sn-Glycerol 3-phosphate;NAD+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,sn-Glycerol 3-phosphate,0.00085,,-,M
1875,46966,NAD+;sn-Glycerol 3-phosphate,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,sn-Glycerol 3-phosphate,0.00084,,-,M
1876,46966,NAD+;sn-Glycerol 3-phosphate,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NAD+,3.1e-05,,-,M
1877,46967,H+;Glyoxylate;NADH,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Glyoxylate,0.0007,,-,M
1878,46967,H+;Glyoxylate;NADH,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NAD+,0.000144,,-,M
1879,46968,H+;Glycerone phosphate;NADH,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,4.2e-07,,-,M
1880,46968,H+;Glycerone phosphate;NADH,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Dihydroxyacetone phosphate,0.00017,,-,M
1881,46969,NADH;Glycerone phosphate;H+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Dihydroxyacetone phosphate,6.3e-05,,-,M
1882,46969,NADH;Glycerone phosphate;H+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,1.2e-06,,-,M
1883,46970,Glycerone phosphate;NADH;H+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,8.1e-06,,-,M
1884,46970,Glycerone phosphate;NADH;H+,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Dihydroxyacetone phosphate,0.00023,,-,M
1885,46971,H+;NADH;Glycerone phosphate,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,NADH,9.2e-06,,-,M
1886,46971,H+;NADH;Glycerone phosphate,wildtype,4377219.0,Oryctolagus cuniculus,P08507,1.1.1.8,Km,Dihydroxyacetone phosphate,0.0012,,-,M
1887,56845,NADH;Glycerone phosphate,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,NAD+,,,,
1888,56845,NADH;Glycerone phosphate,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,Glycerol,,,,
1889,56845,NADH;Glycerone phosphate,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,NADH,,,,
1890,56845,NADH;Glycerone phosphate,wildtype,10951190.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,Glycerone phosphate,,,,
1891,56862,NADH;Glycerone phosphate,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,NAD+,0.00093,,-,M
1892,56862,NADH;Glycerone phosphate,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,Glycerone phosphate,0.0004,,-,M
1893,56862,NADH;Glycerone phosphate,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,Glycerol,0.001,,-,M
1894,56862,NADH;Glycerone phosphate,wildtype,12180966.0,Saccharomyces cerevisiae,,1.1.1.8 3.1.3.21,Km,NADH,2.3e-05,,-,M
1895,63470,Glycerone phosphate;NADH;H+,wildtype C-terminal His-tagged,22645576.0,Arabidopsis thaliana,Q949Q0,1.1.1.8,Km,Glycerone phosphate,3.3e-07,,1.6E-7,M
1896,63471,NADH;H+;Glycerone phosphate,"mutant N-terminal 43 aa deletion, C-terminal His-tagged",22645576.0,Arabidopsis thaliana,Q949Q0,1.1.1.8,Km,Glycerone phosphate,2e-07,,5.0E-8,M
1897,5811,NAD+;Xylitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,Xylitol,0.012,,0.002,M
1898,5811,NAD+;Xylitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,170.0,,8.0,s^(-1)
1899,5811,NAD+;Xylitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NAD+,0.00014,,2.0E-5,M
1900,5812,Xylitol;NAD+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,Xylitol,0.039,,0.004,M
1901,5812,Xylitol;NAD+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NAD+,0.00032,,3.2E-5,M
1902,5812,Xylitol;NAD+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,143.0,,4.0,s^(-1)
1903,5813,NAD+;D-Sorbitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,114.0,,2.0,s^(-1)
1904,5813,NAD+;D-Sorbitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,D-Sorbitol,0.055,,0.004,M
1905,5813,NAD+;D-Sorbitol,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NAD+,0.000227,,1.8E-5,M
1906,5814,D-Fructose;NADH;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,920.0,,120.0,s^(-1)
1907,5814,D-Fructose;NADH;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NADH,0.00016,,3.0E-5,M
1908,5814,D-Fructose;NADH;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,D-Fructose,1.3,,0.2,M
1909,5815,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NADH,8.6e-05,,8.0E-6,M
1910,5815,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,1500.0,,200.0,s^(-1)
1911,5815,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,D-Xylulose,0.01,,0.001,M
1912,5816,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,NADH,7.3e-05,,2.4E-5,M
1913,5816,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,Km,D-Xylulose,0.008,,0.004,M
1914,5816,NADH;D-Xylulose;H+,wildtype,12604239.0,Candida sp. (strain HA167),O74230,1.1.1.9,kcat,,1800.0,,350.0,s^(-1)
1915,58258,D-Xylulose;H+;NADH,wildtype,10486580.0,Saccharomyces cerevisiae,Q07993,1.1.1.9,Km,NADH,5.5e-05,,1.4999999999999999E-5,M
1916,58259,NADH;H+;D-Xylulose,wildtype,10486580.0,Saccharomyces cerevisiae,Q07993,1.1.1.9,Km,D-Xylulose,0.0011,,4.0E-4,M
1917,58260,Xylitol;NAD+,wildtype,10486580.0,Saccharomyces cerevisiae,Q07993,1.1.1.9,Km,NAD+,0.00024,,3.9999999999999996E-5,M
1918,58261,NAD+;Xylitol,wildtype,10486580.0,Saccharomyces cerevisiae,Q07993,1.1.1.9,Km,Xylitol,0.025,,0.003,M
1919,10504,"NADPH;1,4-Dibromo-2,3-butanedione",wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",5e-06,,-,M
1920,10504,"NADPH;1,4-Dibromo-2,3-butanedione",wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,25.0,,-,s^(-1)
1921,10505,"NADPH;1,4-Dibromo-2,3-butanedione",wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,25.0,,-,s^(-1)
1922,10505,"NADPH;1,4-Dibromo-2,3-butanedione",wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADPH,7e-06,,-,M
1923,10506,"1,4-Dibromo-2,3-butanedione;NADPH",mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",0.00025,,-,M
1924,10506,"1,4-Dibromo-2,3-butanedione;NADPH",mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.925,,-,s^(-1)
1925,10507,"NADPH;1,4-Dibromo-2,3-butanedione",mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.925,,-,s^(-1)
1926,10507,"NADPH;1,4-Dibromo-2,3-butanedione",mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADPH,3.22e-05,,-,M
1927,10508,"NADPH;1,4-Dibromo-2,3-butanedione",mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",0.000695,,-,M
1928,10508,"NADPH;1,4-Dibromo-2,3-butanedione",mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,1.475,,-,s^(-1)
1929,10509,"1,4-Dibromo-2,3-butanedione;NADPH",mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADPH,1.4e-05,,-,M
1930,10509,"1,4-Dibromo-2,3-butanedione;NADPH",mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,1.475,,-,s^(-1)
1931,10510,"1,4-Dibromo-2,3-butanedione;NADPH",mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",0.0005,,-,M
1932,10510,"1,4-Dibromo-2,3-butanedione;NADPH",mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.725,,-,s^(-1)
1933,10511,"NADPH;1,4-Dibromo-2,3-butanedione",mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADPH,0.000371,,-,M
1934,10511,"NADPH;1,4-Dibromo-2,3-butanedione",mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.725,,-,s^(-1)
1935,10512,Xylitol;NADP+,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,9.5,,-,s^(-1)
1936,10512,Xylitol;NADP+,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.011,,-,M
1937,10513,NADP+;Xylitol,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADP+,3e-06,,-,M
1938,10513,NADP+;Xylitol,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,9.5,,-,s^(-1)
1939,10514,Xylitol;NADP+,mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.019,,-,s^(-1)
1940,10514,Xylitol;NADP+,mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.143,,-,M
1941,10515,Xylitol;NADP+,mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.019,,-,s^(-1)
1942,10515,Xylitol;NADP+,mutant S136A,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADP+,2.01e-06,,-,M
1943,10516,Xylitol;NADP+,mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.0095,,-,s^(-1)
1944,10516,Xylitol;NADP+,mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.1089,,-,M
1945,10517,Xylitol;NADP+,mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADP+,3.9e-06,,-,M
1946,10517,Xylitol;NADP+,mutant Y149F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.0095,,-,s^(-1)
1947,10518,Xylitol;NADP+,mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.0665,,-,s^(-1)
1948,10518,Xylitol;NADP+,mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.935,,-,M
1949,10519,Xylitol;NADP+,mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,NADP+,0.000351,,-,M
1950,10519,Xylitol;NADP+,mutant K153M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,0.0665,,-,s^(-1)
1951,10520,NADPH;Dimethylglyoxal,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.00078,,-,M
1952,10521,Dimethylglyoxal;NADPH,mutant L143F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0062,,-,M
1953,10522,NADPH;Dimethylglyoxal,mutant H146L,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0012,,-,M
1954,10523,NADPH;Dimethylglyoxal,mutant A-Double,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.011,,-,M
1955,10524,NADPH;Dimethylglyoxal,mutant Triple,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0096,,-,M
1956,10525,Dimethylglyoxal;NADPH,mutant N190V,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0026,,-,M
1957,10526,Dimethylglyoxal;NADPH,mutant W191S,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.042,,-,M
1958,10527,Dimethylglyoxal;NADPH,mutant W191F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0052,,-,M
1959,10528,NADPH;Dimethylglyoxal,mutant B-Double,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.016,,-,M
1960,10529,NADPH;Dimethylglyoxal,mutant Quintuple,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.0027,,-,M
1961,10530,NADPH;L-Xylulose,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.00014,,-,M
1962,10531,L-Xylulose;NADPH,mutant Q137M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.00033,,-,M
1963,10532,NADPH;L-Xylulose,mutant L143F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.00014,,-,M
1964,10533,NADPH;L-Xylulose,mutant H146L,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,9.2e-05,,-,M
1965,10534,NADPH;L-Xylulose,mutant A-Double,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.0036,,-,M
1966,10536,L-Xylulose;NADPH,mutant N190V,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.00031,,-,M
1967,10538,NADPH;L-Xylulose,mutant W191F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,L-Xylulose,0.0072,,-,M
1968,10541,Xylitol;NADP+,wildtype,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.012,,-,M
1969,10542,Xylitol;NADP+,mutant Q137M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.035,,-,M
1970,10543,NADP+;Xylitol,mutant L143F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.0049,,-,M
1971,10544,NADP+;Xylitol,mutant H146L,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.0092,,-,M
1972,10545,NADP+;Xylitol,mutant A-Double,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.07,,-,M
1973,10547,NADP+;Xylitol,mutant N190V,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.0068,,-,M
1974,10549,Xylitol;NADP+,mutant W191F,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Xylitol,0.43,,-,M
1975,10561,Dimethylglyoxal;NADPH,mutant Q137M,12604240.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Diacetyl,0.003,,-,M
1976,11131,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,Km,Dimethylglyoxal,0.00067,,-,M
1977,11131,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,kcat,,41.0,,-,s^(-1)
1978,11132,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,25.0,,-,s^(-1)
1979,11132,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,Dimethylglyoxal,0.0011,,-,M
1980,11133,NADPH;Dimethylglyoxal,wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,Km,Dimethylglyoxal,0.0002,,-,M
1981,11133,NADPH;Dimethylglyoxal,wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,kcat,,30.0,,-,s^(-1)
1982,11134,NADPH;Dimethylglyoxal,wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,kcat,,24.0,,-,s^(-1)
1983,11134,NADPH;Dimethylglyoxal,wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,Km,Dimethylglyoxal,0.00052,,-,M
1984,11135,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,Km,Dimethylglyoxal,7.7e-05,,-,M
1985,11135,Dimethylglyoxal;NADPH,wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,kcat,,1.6,,-,s^(-1)
1986,11136,"1,4-Dibromo-2,3-butanedione;NADPH;H+",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",1.8e-05,,-,M
1987,11136,"1,4-Dibromo-2,3-butanedione;NADPH;H+",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,kcat,,42.0,,-,s^(-1)
1988,11137,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,22.0,,-,s^(-1)
1989,11137,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",5e-06,,-,M
1990,11138,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",7e-06,,-,M
1991,11138,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,kcat,,15.0,,-,s^(-1)
1992,11139,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,kcat,,13.0,,-,s^(-1)
1993,11139,"H+;NADPH;1,4-Dibromo-2,3-butanedione",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",4e-06,,-,M
1994,11140,"H+;1,4-Dibromo-2,3-butanedione;NADPH",wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,kcat,,0.48,,-,s^(-1)
1995,11140,"H+;1,4-Dibromo-2,3-butanedione;NADPH",wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,Km,"1,4-Dibromo-2,3-butanedione",6e-06,,-,M
1996,11141,"2,3-Pentanedione;NADPH;H+",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,kcat,,30.0,,-,s^(-1)
1997,11141,"2,3-Pentanedione;NADPH;H+",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,Km,"2,3-Pentanedione",0.00032,,-,M
1998,11142,"H+;NADPH;2,3-Pentanedione",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,26.0,,-,s^(-1)
1999,11142,"H+;NADPH;2,3-Pentanedione",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"2,3-Pentanedione",0.00032,,-,M
2000,11143,"2,3-Pentanedione;H+;NADPH",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,Km,"2,3-Pentanedione",6.3e-05,,-,M
2001,11143,"2,3-Pentanedione;H+;NADPH",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,kcat,,26.0,,-,s^(-1)
2002,11144,"H+;2,3-Pentanedione;NADPH",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,Km,"2,3-Pentanedione",0.00012,,-,M
2003,11144,"H+;2,3-Pentanedione;NADPH",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,kcat,,19.0,,-,s^(-1)
2004,11145,"2,3-Pentanedione;H+;NADPH",wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,Km,"2,3-Pentanedione",2.8e-05,,-,M
2005,11145,"2,3-Pentanedione;H+;NADPH",wildtype DCXR,11882650.0,Homo sapiens,Q7Z4W1,1.1.1.10,kcat,,2.5,,-,s^(-1)
2006,11146,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,Km,"2,3-Hexanedione",0.00025,,-,M
2007,11146,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Mus musculus,Q91X52,1.1.1.10,kcat,,20.0,,-,s^(-1)
2008,11147,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,Km,"2,3-Hexanedione",0.00013,,-,M
2009,11147,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Rattus norvegicus,Q920P0,1.1.1.10,kcat,,10.0,,-,s^(-1)
2010,11148,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,kcat,,22.0,,-,s^(-1)
2011,11148,"2,3-Hexanedione;NADPH",wildtype DCXR,11882650.0,Mesocricetus auratus,Q91XV4,1.1.1.10,Km,"2,3-Hexanedione",8.2e-05,,-,M
2012,11149,"NADPH;2,3-Hexanedione",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,kcat,,9.1,,-,s^(-1)
2013,11149,"NADPH;2,3-Hexanedione",wildtype DCXR,11882650.0,Cavia porcellus,Q920N9,1.1.1.10,Km,"2,3-Hexanedione",0.00011,,-,M
